Title,Artist,Cluster
"Suffocate - Superclean","J. Holiday",0
"Sweetest Girl (Dollar Bill) (feat. Akon & Lil' Wayne & Niia)","Wyclef Jean",0
"Talk Dirty (feat. 2 Chainz)","Jason Derulo",2
"Tears (feat. Louisa Johnson)","Clean Bandit",0
"The Way I Live - Main Explicit","Baby Boy Da Prince",2
"Throw It In The Bag","Fabolous",1
"Throw Some D's","Rich Boy",1
"Tipsy - Club Mix","J-Kwon",2
"Touch It","Busta Rhymes",1
"Until The End Of Time","2Pac",0
"Wait (The Whisper Song)","Ying Yang Twins",2
"Wearing My Rolex - Radio Edit","Wiley",2
"When You Look At Me - Radio Edit","Christina Milian",2
"Where I Wanna Be","Donell Jones",0
"Wifey","Next",2
"With Arms Wide Open","Creed",0
"AM To PM","Christina Milian",2
"Ayo Technology","Milow",2
"Bailando - English Version","Enrique Iglesias",2
"Be Faithful","Fatman Scoop",2
"Beat Again - Radio Edit","JLS",2
"Black & Gold - Radio Edit","Sam Sparro",1
"Blurred Lines","Robin Thicke",2
"Chain Hang Low","Jibbs",1
"Ciao Adios","Anne-Marie",0
"Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack","Flo Rida",2
"Damaged","Danity Kane",2
"Girl From Rio","Anitta",2
"Green Light (feat. André 3000)","John Legend",2
"Hot Right Now (feat. RITA ORA) - Radio Edit","DJ Fresh",1
"I Don't Want to Be","Gavin DeGraw",1
"Knock You Down","Keri Hilson",1
"Like You'll Never See Me Again","Alicia Keys",0
"Love at First Sight","Kylie Minogue",0
"LoveStoned / I Think She Knows (Interlude)","Justin Timberlake",2
"Million Voices - Radio Edit","Otto Knows",0
"Mungkin Hari Ini Esok Atau Nanti","Anneth",0
"No More Drama","Mary J. Blige",2
"NUMB","Hayden James",1
"Objection (Tango)","Shakira",1
"Once In a While","Timeflies",0
"One Minute Man (feat. Ludacris)","Missy Elliott",0
"Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix","Busta Rhymes",2
"Play","Jennifer Lopez",2
"Rapture (feat.Nadia Ali)","iio",2
"Read Your Mind","Avant",0
"Silhouettes - Original Radio Edit","Avicii",2
"Sound Of The Underground","Girls Aloud",1
"Spinning Around","Kylie Minogue",2
"Star Girl","McFly",1
"Starry Eyed","Ellie Goulding",1
"Stutter (feat. Mystikal) - Double Take Remix","Joe",2
"Take Over Control (feat. Eva Simons) - Radio Edit","AFROJACK",2
"Take Your Mama","Scissor Sisters",2
"The Girl Is Mine","99 Souls",2
"Too Lost In You","Sugababes",0
"Ass Like That","Eminem",2
"Clumsy","Fergie",1
"Commander","Kelly Rowland",2
"Damn! (feat. Lil' Jon) - Club Mix","Youngbloodz",0
"Day 'N' Nite","Kid Cudi",2
"Do You Know? (The Ping Pong Song)","Enrique Iglesias",2
"Do You Really Like It? - Radio Edit","DJ Pied Piper & The Masters Of Ceremonies",2
"Freestyler","Bomfunk MC's",1
"Girl","Destiny's Child",0
"Hello","Martin Solveig",2
"Hey Porsche","Nelly",2
"High ft. Nicole Millar","Peking Duk",0
"Hole In The Head","Sugababes",2
"I Wish","Carl Thomas",0
"Let's Get Married","Jagged Edge",2
"Little by Little","Oasis",1
"Most Girls","P!nk",2
"No More (Baby I'ma Do Right)","3LW",2
"Not a Bad Thing","Justin Timberlake",0
"Nothin'","N.O.R.E.",2
"Options","NSG",2
"Point of View - Radio Edit","DB Boulevard",0
"Separated","Avant",2
"She Wants To Move","N.E.R.D",2
"Soul Survivor","Jeezy",0
"The Time Is Now","Moloko",2
"What'chu Like (feat. Tyrese)","Da Brat",2
"What's It Gonna Be (feat. Platnum)","H ""two"" O",2
"Beautiful People","Chris Brown",1
"Best I Ever Had","Drake",1
"Bromance - Avicii's Radio Edit","Tim Berg",0
"Chariot","Gavin DeGraw",1
"Cookie Jar (feat. The-Dream)","Gym Class Heroes",0
"Don't Think I'm Not","Kandi",0
"Grillz","Nelly",2
"He Can't Love U","Jagged Edge",2
"Heart Attack","Trey Songz",1
"I Love You","Faith Evans",1
"I'm Gonna Be Alright (feat. Nas)","Jennifer Lopez",2
"Juicy","Doja Cat",1
"Love You Like A Love Song","Selena Gomez & The Scene",2
"Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah","Swedish House Mafia",2
"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",0
"Pop Lock & Drop It - Video Edit","Huey",1
"Romeo","Basement Jaxx",2
"Say Aah (feat. Fabolous)","Trey Songz",2
"Sunshine (feat. Anthony Hamilton)","Twista",2
"We Come 1 - Radio Edit","Faithless",2
"A Woman's Worth","Alicia Keys",0
"All I Do Is Win (feat. T-Pain & Ludacris & Snoop Dogg & Rick Ross)","DJ Khaled",1
"Chameleon","PNAU",0
"Cold as Ice","M.O.P.",2
"Collide","Howie Day",0
"Dip It Low","Christina Milian",1
"Dirt Off Your Shoulder","JAY-Z",1
"Gold","Kiiara",0
"History","Olivia Holt",0
"If It Ain't Love","Jason Derulo",2
"Leave Right Now","Will Young",0
"Louder (feat. Sian Evans) - Radio Edit","DJ Fresh",1
"Love Me Now","John Legend",2
"MALAMENTE - Cap.1: Augurio","ROSALÍA",0
"Move Bitch","Ludacris",1
"One Call Away","Charlie Puth",0
"Pass Out","Tinie Tempah",2
"Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion",2
"Proper Education - Radio Edit","Eric Prydz",0
"Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster","Nelly",2
"Soak Up The Sun","Sheryl Crow",2
"Some Cut","Trillville",2
"Southern Hospitality (Featuring Pharrell)","Ludacris",2
"We Fly High","Jim Jones",0
"What Would You Do?","City High",2
"Work","Iggy Azalea",1
"1 2 Step (feat. Missy Elliott) - Main","Ciara",2
"Bed Of Lies","Nicki Minaj",0
"Don't Give Up","Chicane",1
"Dry Your Eyes","The Streets",0
"Full Moon","Brandy",2
"Heroes (we could be)","Alesso",0
"I Will Wait","Mumford & Sons",1
"Karma","Alicia Keys",2
"Luv U Better","LL COOL J",2
"Perfect Gentleman (feat. Hope)","Wyclef Jean",2
"Play","David Banner",2
"Push The Button","Sugababes",2
"Ride Wit Me","Nelly",2
"Signs","Snoop Dogg",2
"Starving","Hailee Steinfeld",0
"Starz In Their Eyes","Just Jack",2
"The Fear","Lily Allen",1
"The Mother We Share","CHVRCHES",1
"The Whole World (feat. Killer Mike)","Outkast",1
"Trumpets","Jason Derulo",2
"Who Says","Selena Gomez & The Scene",2
"1 Thing","Amerie",2
"Bad Vibe","M.O",2
"Break Up","Mario",0
"Come to Me (feat. Nicole Scherzinger)","Diddy",0
"Cooler Than Me - Single Mix","Mike Posner",2
"I'm In Control","AlunaGeorge",2
"Love Generation - Radio Edit","Bob Sinclar",2
"Lovers on the Sun (feat. Sam Martin)","David Guetta",2
"The Jump Off (feat. Mr. Cheeks) - Remix","Lil' Kim",2
"White Flag","Dido",1
"Wonderful World","James Morrison",0
"21 Seconds","So Solid Crew",2
"4 My People (feat. Eve)","Missy Elliott",2
"Boom Boom Pow","Black Eyed Peas",2
"Hot Boyz","Missy Elliott",0
"L.I.F.E.G.O.E.S.O.N.","Noah And The Whale",2
"Mama","Jonas Blue",2
"Rain On Me","Ashanti",0
"Runaway Love","Ludacris",2
"Show Me Love","Jenil",0
"Stole","Kelly Rowland",0
"The Other Side","Jason Derulo",2
"About You Now","Sugababes",0
"Close","Nick Jonas",0
"Fresh Eyes","Andy Grammer",2
"Girlfriend","*NSYNC",2
"Hands on the Wheel","Karley Scott Collins",1
"Livin' It Up","Ja Rule",2
"Papercuts (feat. Vera Blue)","Illy",1
"Tired Of Being Sorry","Enrique Iglesias",2
"Walk It Out","Unk",1
"★","David Bowie",0
"Barbra Streisand - Radio Edit","Duck Sauce",2
"Big Yellow Taxi","Counting Crows",2
"Bossy","Kelis",2
"Champion (feat. Chris Brown)","Chip",1
"Doesn't Really Matter","Janet Jackson",2
"Faded","Tyga",0
"Get Low","Lil Jon & The East Side Boyz",0
"Like Toy Soldiers","Eminem",0
"Love","Musiq Soulchild",0
"Magic Stick","Lil' Kim",0
"No Tomorrow","Orson",2
"Someone To Call My Lover","Janet Jackson",2
"This Ain't a Love Song","Scouting For Girls",1
"Tubthumping","Chumbawamba",1
"Tunnel Vision","Kodak Black",1
"Up Till Dawn (On The Move)","Lucas & Steve",0
"Wings","Birdy",0
"Without You (feat. Usher) - Radio Edit","David Guetta",0
"All I Want - Sunship Radio Edit","Mis-Teeq",2
"Angel","Amanda Perez",1
"Another Day in Paradise - R&B-Version","Brandy",2
"Buzzin Remix","Mann",2
"Eyes On You - Radio Mix","Jay Sean",2
"Good Luck","Basement Jaxx",1
"Gotta Get Thru This - D'N'D Radio Edit","Daniel Bedingfield",2
"Higher","Taio Cruz",2
"I Like It","Sammie",2
"Intoxicated - New Radio Mix","Martin Solveig",2
"Let's Get It Started - Spike Mix","Black Eyed Peas",2
"Loca People - Radio Edit","Sak Noel",2
"Splash Waterfalls","Ludacris",1
"Stranger in My House","Tamia",0
"Sweet Dreams","Beyoncé",2
"Uh Huh","B2K",2
"Bonkers","Dizzee Rascal",2
"Down 4 U","Charli Baltimore",0
"Flowers - Sunship Edit","Sweet Female Attitude",2
"Gone","*NSYNC",0
"1950","King Princess",0
"If There's Any Justice","Lemar",2
"Nu Flow","Big Brovaz",2
"Riverside","Sidney Samson",0
"Thunder in My Heart Again (Radio Edit)","Meck",2
"All Night (feat. Ally Brooke)","AFROJACK",2
"Bad (feat. Vassy) - Radio Edit","David Guetta",1
"Catch & Release - Deepend Remix Extended Version","Matt Simons",0
"My Love Is Like...Wo","Mýa",2
"Sweet Lovin' - Radio Edit","Sigala",2
"Whistle","Hoodie Forester",0
"Can't Believe It (feat. Lil' Wayne)","T-Pain",0
"Check On It (feat. Slim Thug)","Beyoncé",1
"COLD WAR","NSB",1
"Heartbreaker","will.i.am",0
"One","Swedish House Mafia",0
"What About Us?","Brandy",2
"Gotta Tell You","Samantha Mumba",2
"Kill Me Quick","André Aires",0
"No Air (feat. Chris Brown)","Jordin Sparks",1
"Slow Motion","Trey Songz",0
"Be Here","Sweet Imperfections",0
"Just A Little","Liberty X",2
"Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor",1
"Control Myself","LL COOL J",2
"Sweet Disposition","The Temper Trap",0
"Turnin Me On - Original Dirty","Keri Hilson",1
"With Every Heartbeat","Robyn",0
"Another Chance","Roger Sanchez",0
"Give It Right Back","Danyka",1
"Loverboy","Mariah Carey",2
"Scar","Missy Higgins",2
"Cape Cabo","Player1",1
"Get It Poppin' (feat. Nelly) - Radio Version","Fat Joe",0
"Parent Trap (feat. Justin Timberlake)","Jack Harlow",0
"Crazy","K-Ci & JoJo",0
"Gangnam Style / 2 Legit 2 Quit Mashup","PSY",2
"My Tribe","Blessing Offor",2
"Read All About It","Professor Green",0
"Caramel","City High",0
"If I Could Go! (feat. Lil' Mo & Sacario)","Angie Martinez",1
"It's Not Me It's You","Emily Hearn",0
"Up The Score","Trill Ryan",0
"Wasting My Time","Default",1
"Everybody in Love","JLS",2
"If Momma Only Knew","Leah Justine",1
"King","Years & Years",0
"Lips Of An Angel","Hinder",0
"Anti-Social","Kameechi",1
"Fake It","Seether",2
"Personal","Maeesha b",1
"Under the Bridge","Project North",1
"Bounce With Me (feat. Xscape) - Edited Album Version","Bow Wow",2
"Switch","Will Smith",2
"Immortal love","London",0
"Like You Mean It","No Work On Monday",0
"Animal","Dom Devino",2
"Fly with Me","DaFOO",1
"Undisputed","Maithili Raelle",1
"The Selfish Gene","Marlon Percy",0
"Gravity","Molly Warburton",1
"Love Don't Let Me Go","David Guetta",0
"I thought you were different","Hunter Mouallem",1
"Rainy Dayz","Mary J. Blige",0
"What if","Lukx",2
"Funky Man","Charlie Mat",2
"One More Hero","Ekat Bork",1
"TRAFFIC","Marcello Spooks",0
"Save Your Heart First","KTEE",1
"Emotions","Mila Nabours",0
"Fall","Havens",2
"Lost Souls","KJ Hand",0
"Up to Something","Preston TO",1
"NOT AFRAID","Kodiro",0
"Pop Ya Collar - Radio Edit","Usher",2
"Lead You Afar","Jordan Cabo Smith",2
"Katara","Thimo Konings",2
"Como Saber","Marta Delas",2
"Southbound","Beach Blvd",1
"Dance with Somebody - Radio Version","Mando Diao",1
"Flow","Desire Machines",2
"Scared of the Dark","Everything Brighter",2
"Sorry","LEADR",0
