title;artist;topgenre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;key;mode;instrumentalness;loudness
I'm a Thug;Trick Daddy;crunk;2001;140;56;93;-6;10;59;254;3;12;62;11;Minor;0.222996801466401;-44.525143262871154
Imma Be;Black Eyed Peas;dance pop;2009;92;52;60;-7;31;41;258;18;37;62;10;Minor;0.3843766095576414;-30.938636756319656
Jumanji;B Young;afroswing;2018;96;47;79;-10;10;60;173;28;25;62;6;Major;0.7437427190297626;-38.7474325207435
Know Me Too Well (with Danna Paola);New Hope Club;boy band;2020;123;71;76;-4;6;80;201;43;4;62;0;Major;0.3226191003192287;-27.51637188715285
Lean Wit It, Rock Wit It;Dem Franchize Boyz;atl hip hop;2006;76;62;89;-6;10;60;230;8;31;62;10;Minor;0.2129386507399359;-29.303284826786953
Let Me Hold You (Turn Me On);Cheat Codes;edm;2016;103;77;68;-3;35;27;162;10;8;62;3;Major;0.25303503230689817;-48.27372726131651
Make It Rain;Fat Joe;bronx hip hop;2006;149;70;74;-5;8;77;247;1;20;62;1;Minor;0.5832770733247223;-52.730022650568074
Make Me Better;Fabolous;gangster rap;2007;86;60;61;-7;20;56;254;33;10;62;6;Minor;0.9373769379934417;-56.174754975837295
Money Maker;Ludacris;atl hip hop;2006;79;60;55;-7;30;61;231;15;27;62;5;Minor;0.5795407772643543;-25.512067558370326
Move Along;The All-American Rejects;alternative metal;2005;110;92;53;-4;37;62;239;0;5;62;1;Minor;0.17027794965180354;-30.25519182367812
Murder On The Dancefloor;Sophie Ellis-Bextor;dance pop;2002;117;85;73;-5;31;86;230;0;3;62;11;Minor;0.441386785894469;-29.96888248607395
Next To Me;Emeli Sandé;r&b;2012;95;80;66;-5;11;35;197;9;4;62;6;Minor;0.3408808957154378;-51.554701537680714
Nobody To Love - Radio Edit;Sigma;dancefloor dnb;2014;175;92;44;-3;18;18;190;0;4;62;9;Major;0.6511207548483021;-48.67968812660288
Omen;The Prodigy;big beat;2009;140;95;55;-5;28;56;216;0;4;62;3;Major;0.8984762675023344;-25.75492790347694
Oops (Oh My) [feat. Missy Elliott];Tweet;contemporary r&b;2002;160;54;66;-9;11;78;238;23;29;62;4;Minor;0.7565129699622388;-8.913344297515899
Over;Drake;canadian hip hop;2010;100;85;33;-6;12;43;234;1;28;62;0;Minor;0.7415373500348236;-54.58604866674118
PILLOWTALK;ZAYN;pop;2016;125;70;59;-4;9;43;204;10;5;62;10;Minor;0.8736137754849915;-12.007845695972875
Pretty Green Eyes - Radio Edit;Ultrabeat;bouncy house;2003;140;78;55;-10;7;51;202;21;4;62;8;Minor;0.3859746835406048;-38.107490239909474
Pretty Wings - uncut;Maxwell;neo soul;2009;116;40;56;-10;9;20;311;25;7;62;6;Major;0.23036630993262652;-39.277160949779244
Ready For Your Love;Gorgon City;future garage;2014;122;75;68;-7;33;47;199;5;15;62;10;Minor;0.4727700618685944;-48.40141232539936
Rise & Fall (feat. Sting);Craig David;british soul;2002;83;59;41;-8;66;81;287;25;6;62;1;Minor;0.2346275997118008;-9.218481133200989
Shalala Lala;Vengaboys;bubblegum dance;2000;124;90;75;-6;4;97;215;5;3;62;4;Major;0.7823990424638119;-1.921337332030042
She Said;Plan B;alternative;2010;147;54;72;-6;14;82;209;30;14;62;8;Minor;0.7880114338625079;-56.76597575821886
Starships;Nicki Minaj;hip pop;2012;125;72;75;-2;25;75;211;14;8;62;9;Minor;0.2831136239595501;-55.830295679256835
Tattoo;Jordin Sparks;dance pop;2007;168;77;57;-5;10;55;233;43;4;62;0;Major;0.8096125513582916;-46.65050772023369
The Heart Wants What It Wants;Selena Gomez;pop;2014;83;79;62;-5;14;62;227;5;4;62;11;Major;0.6554106443277677;-46.168677497418514
The Logical Song;Scooter;eurodance;2002;144;89;52;-9;46;53;235;0;4;62;5;Major;0.5610257550477402;-45.45023134525013
This Is Love;will.i.am;dance pop;2013;129;80;54;-3;14;28;279;0;4;62;10;Major;0.7730364829741687;-45.36695137583344
Truth Hurts;Lizzo;escape room;2019;158;62;72;-3;12;41;173;11;11;62;6;Minor;0.8264826563733106;-48.918265509267584
Try Sleeping with a Broken Heart;Alicia Keys;neo soul;2009;111;82;50;-5;13;55;249;16;11;62;1;Minor;0.9124327341949645;-45.728143129054445
Turn My Swag On;Soulja Boy;atl hip hop;2008;150;71;55;-3;41;49;206;0;3;62;3;Minor;0.3135329609270636;-54.25322911721264
Waiting All Night (feat. Ella Eyre);Rudimental;pop dance;2013;175;73;54;-5;43;28;293;0;5;62;10;Major;0.3321499066363489;-56.04304017134302
Wanksta;50 Cent;east coast hip hop;2003;81;86;80;-4;14;87;219;2;20;62;8;Major;0.5078370722137878;-59.50730698893169
Wavin' Flag;K'NAAN;reggae fusion;2009;76;70;63;-6;24;72;221;13;7;62;3;Major;0.2499446979201373;-12.062483367376416
Wish You Well;Sigala;dance pop;2019;125;90;67;-4;30;58;206;13;6;62;7;Minor;0.7897105693049353;-27.627898366959535
Work Hard Play Hard;Wiz Khalifa;hip hop;2012;140;67;79;-4;30;49;219;4;5;62;1;Major;0.5056125952340665;-51.13021014286353
You & Me;Marc E. Bassy;indie pop rap;2017;84;64;45;-8;19;61;218;4;28;62;9;Major;0.42360237346450724;-53.077240572035095
You Belong With Me;Taylor Swift;pop;2008;130;77;69;-4;11;45;231;16;4;62;5;Minor;0.9124078542587243;-56.691595371073774
Alarm;Anne-Marie;hel;2016;147;59;76;-5;18;81;206;8;23;61;4;Minor;0.693311523128558;-4.3818808847981146
Born To Die;Lana Del Rey;art pop;2012;75;64;18;-7;22;39;286;21;4;61;6;Major;0.7623647714103986;-46.77529886448414
Cool;Gwen Stefani;dance pop;2004;112;72;71;-4;36;80;189;3;3;61;10;Minor;0.267324690698033;-33.39128728322611
Cruise;Florida Georgia Line;contemporary country;2012;148;95;46;-3;5;88;209;2;4;61;8;Major;0.233921401700812;-59.14712232578485
Diamonds From Sierra Leone - Remix;Kanye West;chicago rap;2005;97;81;67;-4;16;38;233;26;27;61;10;Minor;0.12197795363615305;-39.92774381355434
Diary (feat. Tony! Toni! Tone! & Jermaine Paul);Alicia Keys;neo soul;2003;128;47;66;-10;13;28;284;56;3;61;11;Major;0.5996648860002414;-29.87011368443475
Everyday I Love You Less And Less;Kaiser Chiefs;modern rock;2005;160;96;49;-5;24;58;218;0;4;61;8;Minor;0.08917373544250484;-13.292832285834379
Fit but You Know It;The Streets;birmingham hip hop;2004;172;84;68;-2;3;90;254;23;30;61;8;Major;0.8519594140224318;-17.236423867145575
Floating Through Space;Sia;australian dance;2021;105;84;57;-5;11;28;178;0;7;61;3;Major;0.7443595843959672;-15.524449069235075
Get It On Tonite;Montell Jordan;contemporary r&b;1999;99;49;81;-10;8;87;276;24;8;61;0;Major;0.37380955205085264;-43.936076656822536
Get Up (feat. Chamillionaire);Ciara;dance pop;2006;129;60;96;-7;4;63;262;2;11;61;2;Major;0.010595592962568512;-57.33546048731849
Gettin' Over You (feat. Fergie & LMFAO);David Guetta;big room;2010;130;91;62;-5;8;45;188;18;8;61;8;Minor;0.08071266082756545;-53.13358691965639
Handbags And Gladrags;Stereophonics;britpop;2001;135;73;33;-4;17;21;277;3;3;61;3;Minor;0.4350231984945995;-19.309759050852065
Heard It All Before;Sunshine Anderson;contemporary r&b;2001;97;93;70;-4;10;68;296;6;22;61;10;Minor;0.9136413619869416;-11.380510328002558
Holiday;Dizzee Rascal;grime;2011;118;92;55;-2;4;86;221;6;4;61;6;Major;0.03151613337693837;-11.83873780564604
I Like That;Houston;crunk;2004;107;50;80;-4;10;39;237;2;10;61;10;Minor;0.7818892368693308;-46.57735609781851
I Love College;Asher Roth;indie pop rap;2009;86;83;71;-4;42;66;242;9;24;61;6;Minor;0.8459260991846745;-16.3930251257946
Ice Box;Omarion;dance pop;2006;131;73;78;-5;13;82;256;19;13;61;5;Minor;0.7781674009169638;-35.53521852945943
Idioteque;Radiohead;alternative rock;2000;138;93;62;-8;9;53;309;4;27;61;5;Major;0.33712681873586836;-19.68358892064728
If Tomorrow Never Comes;Ronan Keating;europop;2002;79;50;56;-6;10;27;214;33;3;61;9;Major;0.5009564489470483;-3.0412833289172596
In Those Jeans;Ginuwine;contemporary r&b;2003;128;54;69;-6;8;32;243;51;8;61;1;Major;0.6226800767176288;-56.89260680181009
Let It Go;Keyshia Cole;hip pop;2007;95;72;81;-5;21;77;238;20;21;61;10;Minor;0.20934087341017227;-10.623412632983374
Life Is A Rollercoaster;Ronan Keating;europop;2000;119;79;66;-9;33;86;235;10;3;61;2;Minor;0.4730515232863851;-44.85489873497354
London Bridge;Fergie;dance pop;2006;91;61;77;-6;17;63;241;22;36;61;6;Minor;0.3701557830965728;-21.93116169317534
Make Luv;Room 5;disco house;2003;125;89;88;-5;4;65;212;1;12;61;7;Major;0.06062443576921195;-44.913720216623894
Mesmerize;Ja Rule;dance pop;2002;90;65;77;-7;43;39;279;6;19;61;11;Major;0.6260245876320719;-22.14610697399217
Miss You;Aaliyah;contemporary r&b;2002;110;34;68;-10;22;50;245;66;3;61;5;Major;0.19244241886079383;-26.90314213996647
Music;Madonna;dance pop;2000;120;80;74;-9;14;87;226;0;7;61;4;Minor;0.05906683848186356;-31.261315140646772
Need U (100%) (feat. A*M*E) - Radio Edit;Duke Dumont;edm;2013;124;85;67;-5;39;46;174;0;5;61;4;Minor;0.8364302595468764;-1.5082254276505438
Nine Million Bicycles;Katie Melua;uk pop;2005;82;25;53;-16;12;34;197;52;3;61;3;Minor;0.1849948886319841;-1.965929699551026
On Fire;Lloyd Banks;gangster rap;2004;95;83;76;-4;24;43;187;9;22;61;7;Minor;0.2002958181970942;-37.310768890366035
Ruby;Kaiser Chiefs;modern rock;2007;93;94;45;-3;8;45;204;1;5;61;0;Major;0.5887180406940916;-27.57102732058548
Say Yes;Floetry;british soul;2002;118;40;75;-13;11;43;268;21;7;61;10;Major;0.5265516927597683;-55.92400057663457
Scandalous - U.S. Radio Edit;Mis-Teeq;girl group;2004;100;67;73;-4;9;65;239;5;3;61;6;Minor;0.2148515469865987;-35.62178578535423
Selfish Love (with Selena Gomez);DJ Snake;edm;2021;111;65;72;-8;10;44;169;2;10;61;4;Major;0.10684568520984261;-32.40898550840567
Sex;Cheat Codes;edm;2016;105;69;60;-6;13;19;228;0;16;61;6;Major;0.1894735126439019;-15.928006200583567
Somebody That I Used To Know;Gotye;australian pop;2011;129;53;86;-7;11;67;245;61;4;61;3;Minor;0.9531171622788932;-40.42451905783835
Sorry Seems To Be The Hardest Word;Blue;boy band;2004;79;60;56;-7;38;44;210;18;3;61;1;Minor;0.4594880311882632;-41.029818752386255
Spotlight;Jennifer Hudson;dance pop;2008;109;72;71;-4;7;66;250;4;5;61;0;Major;0.36326958284299915;-21.839454790009356
Stand Up;Ludacris;atl hip hop;2003;99;84;75;-5;9;80;214;37;35;61;1;Major;0.8421723455729438;-24.95427199444191
Stay (feat. Maty Noyes);Kygo;edm;2015;103;74;65;-8;17;38;239;4;4;61;0;Major;0.559923445473037;-29.883981756846225
Thank God I Found You (feat. Joe & 98°);Mariah Carey;dance pop;1999;129;53;35;-6;11;15;257;59;3;61;4;Major;0.7661961494070931;-39.61744011639768
The Man;Aloe Blacc;pop soul;2013;86;76;53;-7;23;47;256;3;4;61;5;Major;0.9910518049686657;-29.994914517862426
Too Close;Alex Clare;modern alternative rock;2011;126;69;59;-4;11;27;257;1;4;61;3;Major;0.8529520042801338;-28.70162291222988
Turn Off The Light;Nelly Furtado;canadian latin;2000;180;69;59;-6;42;65;276;8;10;61;8;Major;0.5504710389800792;-33.91859254669876
Untouched;The Veronicas;australian pop;2005;177;78;56;-5;15;44;255;2;23;61;1;Major;0.24637283069912386;-28.476083090383423
What You Got;Colby O'Donis;dance pop;2008;120;64;78;-7;18;31;243;3;4;61;11;Minor;0.1021908581835057;-22.81771067078082
White Noise;Disclosure;edm;2013;120;84;67;-6;31;90;278;1;5;61;4;Minor;0.8850265567058513;-8.84760545804565
Your Body;Pretty Ricky;dirty south rap;2005;90;59;84;-6;9;51;240;18;11;61;11;Minor;0.04006127859416375;-9.64134546569116
5 Years Time;Noah And The Whale;stomp and holler;2008;122;55;80;-7;10;75;215;40;11;60;8;Minor;0.1931567778715949;-51.023089110371245
A Little Less Conversation - JXL Radio Edit Remix;Elvis Presley;rock-and-roll;2002;115;97;60;-6;13;72;212;0;5;60;3;Major;0.8792929937436548;-37.77630921982481
Ai Se Eu Te Pego - Ao Vivo;Michel Teló;sertanejo;2011;96;85;65;-5;16;83;166;3;7;60;8;Major;0.16336956105106393;-11.783416413460102
All About You;McFly;boy band;2005;130;56;54;-5;10;30;187;20;3;60;2;Major;0.14138845940865008;-35.13296641675818
All Day And Night;Jax Jones;dance pop;2019;122;78;59;-4;16;52;169;27;9;60;1;Major;0.7103065074861785;-22.820535937388293
Always On Time;Ja Rule;dance pop;2001;97;71;84;-6;34;84;245;20;29;60;10;Major;0.04438336314504876;-31.819045201038676
Baby;Ashanti;dance pop;2002;158;58;57;-6;3;46;266;1;22;60;5;Major;0.9277194189088581;-5.592566094382818
Be With You;Enrique Iglesias;dance pop;1999;122;87;68;-5;5;54;219;4;3;60;5;Minor;0.935325117329445;-18.76373520729546
Breathe;Jax Jones;dance pop;2017;126;74;72;-6;14;69;208;2;4;60;6;Major;0.7197406242077015;-42.555028555496776
BUTTERFLY EFFECT;Travis Scott;hip hop;2018;141;63;76;-6;11;20;191;5;5;60;2;Major;0.824780505677955;-23.95455452478739
Case Of The Ex (Whatcha Gonna Do);Mýa;contemporary r&b;2000;98;69;77;-5;7;35;237;5;4;60;11;Minor;0.716968231633629;-12.549157770873919
Classic Man (feat. Roman GianArthur);Jidenna;ghanaian hip hop;2015;94;59;79;-6;29;59;226;19;3;60;11;Minor;0.6339573896853338;-34.054555964664765
Don't Forget About Us - Radio Edit;Mariah Carey;dance pop;2005;144;54;70;-7;10;43;234;5;4;60;11;Minor;0.6867926163445642;-28.487297550970922
Down With The Trumpets;Rizzle Kicks;uk hip hop;2011;115;88;75;-5;24;79;187;9;8;60;7;Major;0.18099338452804925;-3.8110742538296165
Escape;Enrique Iglesias;dance pop;2001;126;84;78;-5;14;87;209;3;3;60;6;Major;0.7720721659407859;-56.7489700851595
Forget You;CeeLo Green;atl hip hop;2010;127;88;70;-4;16;77;223;13;6;60;9;Minor;0.3973669592401581;-16.634912032970576
Foundations;Kate Nash;anti-folk;2007;84;90;50;-4;8;87;245;9;8;60;6;Major;0.8546556473837096;-41.94928001580385
From Paris to Berlin;Infernal;eurodance;2004;126;87;74;-7;4;84;210;10;8;60;9;Minor;0.8050545928371454;-43.90010749966438
Good For You;Selena Gomez;pop;2015;89;68;61;-6;9;21;222;18;5;60;8;Major;0.748889320080677;-46.42981495856283
Gossip Folks (feat. Ludacris);Missy Elliott;dance pop;2002;122;54;71;-5;32;44;235;36;51;60;3;Major;0.3497888377622135;-36.38509586318406
Got Money;Lil Wayne;hip hop;2008;82;66;69;-5;68;70;245;0;12;60;9;Major;0.5582346028482531;-23.261045446402008
Headsprung;LL COOL J;east coast hip hop;2004;100;79;72;-6;7;47;267;1;3;60;5;Minor;0.21490595958633651;-45.89411466781549
Hey Baby;No Doubt;dance pop;2001;94;87;71;-4;23;75;207;6;13;60;11;Major;0.6088043959145953;-2.382955793801969
Hey Baby (Radio Mix);DJ Ötzi;classic schlager;2010;135;97;67;-3;35;83;219;12;5;60;1;Minor;0.6788358898177503;-35.68784512883741
Holidae In;Chingy;crunk;2003;153;79;81;-6;8;95;314;9;18;60;0;Minor;0.3270856879895826;-21.336382409095663
How Come;D12;detroit hip hop;2004;90;86;75;-2;19;55;250;28;24;60;1;Major;0.2980097058579272;-16.7631873536332
If You Come Back;Blue;boy band;2001;78;71;58;-4;5;70;208;8;3;60;11;Major;0.8995446326908336;-14.012295951894735
In For The Kill;La Roux;alternative dance;2009;150;97;63;0;12;91;249;0;5;60;9;Major;0.9377981667129639;-6.581377278289516
In The Morning;Razorlight;britpop;2006;124;86;62;-3;32;69;222;0;4;60;4;Minor;0.12201568168461951;-25.29986038086294
It's Like That;Mariah Carey;dance pop;2005;96;63;80;-5;4;86;203;6;6;60;8;Minor;0.8633740640420527;-8.954821891123139
La La La;Naughty Boy;uk contemporary r&b;2013;125;68;75;-4;11;25;221;11;3;60;3;Major;0.036126461992880166;-38.45964042822626
Love Sex Magic (feat. Justin Timberlake);Ciara;dance pop;2009;107;67;89;-5;34;87;220;2;14;60;6;Minor;0.5082996169326901;-4.739684758644415
Mad;Ne-Yo;dance pop;2008;130;64;73;-5;11;69;255;67;3;60;7;Major;0.626899421127654;-53.31344562859617
Met Him Last Night (feat. Ariana Grande);Demi Lovato;pop;2021;145;51;54;-5;10;12;205;22;3;60;11;Major;0.9475662093123774;-56.250695561502766
Millionaire;Kelis;dance pop;2003;176;85;68;-7;4;75;225;2;11;60;5;Minor;0.7984011634896584;-35.106218344843796
Missing You;Case;contemporary r&b;2001;86;58;61;-6;6;72;285;28;6;60;7;Major;0.1416648470879337;-20.521294554155467
Music (feat. Marvin Gaye);Erick Sermon;hardcore hip hop;2001;100;47;90;-9;8;88;223;19;20;60;9;Major;0.2908286631788408;-53.00104409869826
My Life;The Game;gangster rap;2008;148;77;67;-5;6;38;321;7;35;60;1;Minor;0.3919155706569676;-31.51391328480125
My Place;Nelly;dance pop;2004;163;64;60;-4;10;64;337;5;4;60;10;Minor;0.7577270866067126;-51.68676486368106
Nessaja;Scooter;eurodance;2002;143;84;51;-10;18;13;210;0;4;60;2;Major;0.386706063615725;-34.367829247043346
Never Be The Same Again;Melanie C;dance pop;1999;160;69;69;-5;12;40;294;9;5;60;9;Minor;0.14435636173216415;-6.408100551118437
No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;atl hip hop;2010;131;60;76;-6;24;36;264;1;4;60;3;Minor;0.0958457226383127;-34.41977006727102
Not Fair;Lily Allen;dance pop;2009;121;86;72;-7;22;95;201;4;4;60;2;Minor;0.44224432687067095;-58.229867297051754
On the Hotline - Amended Version;Pretty Ricky;dirty south rap;2007;93;85;70;-5;15;69;243;2;18;60;8;Minor;0.06403161944246938;-44.27050924751185
Promise;Jagged Edge;atl hip hop;2000;128;57;75;-5;3;65;247;14;9;60;11;Minor;0.30870523904963076;-14.652087728760371
Rise;GABRIELLE;british soul;2001;145;48;56;-9;9;63;219;32;3;60;4;Major;0.24414036065123212;-41.846513093852835
Round Round;Sugababes;dance pop;2002;127;85;74;-4;12;75;236;0;3;60;5;Minor;0.24362330490723128;-58.23538653671052
Sensual Seduction;Snoop Dogg;g funk;2007;120;83;76;-4;6;50;246;0;7;60;4;Major;0.27066905779409334;-54.157109162458426
Summer On You (feat. Wulf);Sam Feldt;edm;2016;121;73;73;-6;17;60;160;3;4;60;7;Minor;0.9500852623848974;-52.49767441954625
Sunrise;Simply Red;british soul;2004;106;73;79;-5;10;94;200;0;3;60;1;Major;0.8059366874126049;-54.98665313629844
Sweet About Me;Gabriella Cilmi;australian pop;2008;132;70;67;-5;16;59;202;6;3;60;11;Major;0.38531496495980233;-1.099532831339296
There You Go;P!nk;dance pop;2000;108;85;82;-7;5;67;203;9;9;60;8;Minor;0.19831608541861445;-56.31845396424354
This Ain't a Love Song;Scouting For Girls;talent show;2010;177;92;46;-4;42;53;211;0;5;60;5;Major;0.6115979579219359;-24.696011773210294
1955;Hilltop Hoods;australian hip hop;2016;84;50;77;-8;30;71;239;72;7;65;0;Minor;0.9666169215140265;-2.4464082971857835
This I Promise You;*NSYNC;boy band;2000;166;58;55;-6;12;48;284;37;3;60;0;Minor;0.29085100097502303;-4.654891081569254
This Is Why I'm Hot;MiMS;pop rap;2007;80;60;62;-6;50;49;254;28;58;60;8;Minor;0.7435437060920373;-5.774537428305862
This Town;Niall Horan;pop;2016;112;41;68;-8;12;20;233;70;3;60;0;Minor;0.2576726742963228;-37.10013019419027
Tripping;Robbie Williams;dance rock;2005;118;92;67;-4;6;83;277;4;4;60;2;Minor;0.017417324401995615;-22.95182500125165
Wait for You;Elliott Yamin;idol;2007;116;49;76;-7;18;35;261;25;3;60;2;Major;0.5333303294399512;-40.537483930269445
Whataya Want from Me;Adam Lambert;dance pop;2009;186;67;44;-5;6;46;227;1;4;60;3;Minor;0.5865374227628737;-34.51364257449493
Written in the Stars (feat. Eric Turner);Tinie Tempah;dance pop;2010;92;93;66;-4;22;53;208;6;10;60;4;Minor;0.6463249859107684;-40.82154621165445
Acceptable in the 80's;Calvin Harris;dance pop;2007;128;81;79;-5;5;94;334;1;5;59;7;Minor;0.779814483505919;-58.50351113021487
Ain't It Funny;Jennifer Lopez;dance pop;2001;100;87;71;-5;14;57;245;8;5;59;5;Major;0.2706586386544392;-54.312268061377175
Amazing;George Michael;new wave pop;2004;128;75;81;-7;12;88;266;9;4;59;9;Minor;0.9635039235436607;-34.91454553286913
Baby, I'm Back;Baby Bash;chicano rap;2005;100;39;90;-4;10;77;219;5;9;59;7;Major;0.7056173887507284;-36.27821640497383
Bag Lady;Erykah Badu;afrofuturism;2000;151;42;72;-9;10;58;349;37;8;59;2;Major;0.9313130343536483;-39.97395651582379
Battlefield;Jordin Sparks;dance pop;2009;145;63;61;-3;6;37;242;2;3;59;10;Minor;0.4727262339350049;-9.077739787232645
Beautiful Monster;Ne-Yo;dance pop;2010;128;77;71;-7;28;49;252;21;13;59;1;Minor;0.41516117046290824;-43.374845670139955
Beep;The Pussycat Dolls;dance pop;2005;104;74;94;-6;10;55;229;1;4;59;9;Minor;0.650130695003846;-42.219101192692065
Bodak Yellow;Cardi B;pop;2017;125;72;93;-6;35;46;224;7;11;59;10;Minor;0.3301641862457494;-34.61891558843828
Chelsea Dagger;The Fratellis;garage rock;2006;155;82;51;-3;8;57;203;4;16;59;0;Minor;0.34848949964799314;-35.269912593528765
Cupid's Chokehold / Breakfast in America - Radio Mix;Gym Class Heroes;dance pop;2007;80;68;58;-5;29;82;237;50;8;59;4;Major;0.8386803245454502;-1.8394513795302885
Don't Call Me Baby;Madison Avenue;disco house;1999;125;98;81;-7;35;96;228;6;3;59;6;Minor;0.28198992387909927;-53.94413345097742
Excuse Me Miss;JAY-Z;east coast hip hop;2002;93;86;71;-6;9;89;281;3;29;59;9;Minor;0.8548901510307628;-37.15773414592486
Find Your Love;Drake;canadian hip hop;2010;96;61;63;-6;3;74;209;2;17;59;9;Major;0.3850347139679664;-20.61449311691748
Good Feeling;Flo Rida;dance pop;2011;128;89;71;-4;31;68;248;6;7;59;7;Minor;0.1796646736747861;-36.90845469264431
Hey Ma;Cam’ron;battle rap;2002;90;67;77;-5;36;95;221;3;37;59;7;Minor;0.2914460304881792;-26.161828206783312
Holocene;Bon Iver;chamber pop;2011;148;30;37;-15;13;15;337;94;3;59;3;Minor;0.9743030104260265;-23.44818104741075
I Don't Feel Like Dancin';Scissor Sisters;dance pop;2006;108;92;71;-3;34;83;288;2;3;59;2;Minor;0.581177950207333;-0.10438936304404223
I Would Like;Zara Larsson;pop;2017;121;71;49;-4;8;30;227;9;5;59;2;Minor;0.9022936028664293;-25.917606534583825
In the Morning;The Coral;britpop;2005;126;78;64;-6;6;97;153;3;3;59;2;Major;0.9477628287799515;-21.196107844606253
It's Over Now;112;atl hip hop;2001;98;71;66;-5;7;23;265;1;4;59;2;Minor;0.5532057375564359;-35.75417933149441
Jubel - Radio Edit;Klingande;deep house;2013;125;53;70;-7;14;10;199;68;3;59;8;Major;0.07205897769414282;-27.177555644170845
Juju on That Beat (TZ Anthem);Zay Hilfigerrr;viral trap;2016;161;89;81;-4;39;78;144;0;28;59;7;Minor;0.9938249002023356;-0.07915565098193156
Kota;Dere;indonesian pop;2020;135;28;65;-9;10;16;198;57;3;59;4;Minor;0.990346463563251;-23.88797646820025
Lay It All on Me (feat. Ed Sheeran);Rudimental;pop dance;2015;123;75;67;-7;19;48;242;14;4;59;3;Major;0.8372657089299874;-54.04873159999227
Look Right Through - MK Vocal Edit;Storm Queen;deep disco house;2013;120;82;83;-8;26;51;148;0;8;59;5;Minor;0.6581936524331171;-22.528488766409005
Move Your Body - Gabry Ponte Original Radio Edit;Eiffel 65;eurodance;1999;130;96;75;-10;53;96;269;8;3;59;3;Minor;0.9220772196032598;-0.027605930568988413
No More;Ruff Endz;contemporary r&b;2000;97;64;84;-6;6;93;243;3;9;59;9;Major;0.5093818709536723;-11.058781047795776
Number 1;Tinchy Stryder;grime;2009;115;82;58;-4;48;75;213;1;4;59;9;Minor;0.5326653019719721;-19.9414094705727
Only U - No Intro;Ashanti;dance pop;2004;95;62;60;-6;19;28;186;4;4;59;6;Major;0.5230650238491902;-37.38800252370319
Outta My System (feat. T-Pain & Johntá Austin);Bow Wow;dance pop;2006;84;59;77;-7;10;74;238;9;18;59;11;Minor;0.13199175840132082;-40.72280135828787
Propane Nightmares;Pendulum;australian dance;2008;174;97;36;-4;19;22;313;0;8;59;10;Minor;0.2966906518097836;-47.17398036387804
Put That Woman First;Jaheim;contemporary r&b;2002;79;54;65;-9;18;51;246;49;13;59;5;Major;0.452953912415026;-3.5964947831875094
Put Your Hands Up For Detroit - Radio Edit;Fedde Le Grand;dutch house;2006;128;91;82;-6;9;48;146;2;23;59;9;Major;0.5537369292587361;-19.883654357433805
Say It;Flume;australian dance;2016;75;53;60;-7;6;26;263;7;3;59;10;Major;0.0268888147340961;-12.24141110882097
Shake Ya Ass;Mystikal;crunk;2000;98;61;91;-6;5;67;257;6;32;59;0;Major;0.6463035969895778;-5.68493922274574
Shine;Years & Years;gauze pop;2015;108;72;67;-5;10;49;256;19;3;59;10;Minor;0.787423832468203;-23.886272469663282
Sick and Tired;Anastacia;pop;1999;100;87;60;-5;28;47;212;1;4;59;8;Minor;0.2722755565877313;-2.633170376868307
Strike a Pose (feat. Aitch);Young T & Bugsey;afroswing;2019;138;58;53;-6;10;59;214;1;10;59;1;Minor;0.6456021422905013;-29.8451257643999
Suffocate - Superclean;J. Holiday;contemporary r&b;2007;83;45;46;-8;12;45;220;64;36;59;7;Major;0.6740652867363254;-23.33292020369754
Sweetest Girl (Dollar Bill) (feat. Akon & Lil' Wayne & Niia);Wyclef Jean;rap kreyol;2007;93;74;73;-4;34;53;241;8;6;59;0;Minor;0.5035145706282503;-46.24432596330422
Talk Dirty (feat. 2 Chainz);Jason Derulo;dance pop;2013;100;65;76;-7;31;76;178;3;23;59;9;Minor;0.9284672014802129;-9.682101219729837
Tears (feat. Louisa Johnson);Clean Bandit;pop;2016;130;77;61;-4;16;30;226;4;4;59;10;Minor;0.3025588090346195;-57.759511955418844
The Way I Live - Main Explicit;Baby Boy Da Prince;baton rouge rap;2006;90;44;88;-8;9;71;325;1;25;59;1;Minor;0.6271859643076121;-12.155707047306741
Throw It In The Bag;Fabolous;gangster rap;2009;172;55;79;-7;6;70;232;17;5;59;2;Minor;0.9587707534692268;-46.92307287413715
Throw Some D's;Rich Boy;alabama rap;2007;161;86;70;-5;7;43;264;4;43;59;7;Minor;0.7459376386110826;-44.59015390892631
Tipsy - Club Mix;J-Kwon;dirty south rap;2001;93;74;93;-6;4;65;247;7;32;59;4;Minor;0.564967369881595;-32.627723970733484
Touch It;Busta Rhymes;east coast hip hop;2006;138;55;66;-7;20;44;215;0;37;59;5;Major;0.4805454823707387;-31.166266443195646
Until The End Of Time;2Pac;g funk;2001;97;71;76;-7;20;38;267;3;20;59;5;Minor;0.9970528646728762;-37.00816993328083
Wait (The Whisper Song);Ying Yang Twins;atl hip hop;2005;102;51;93;-13;11;60;179;0;35;59;7;Major;0.563304080715099;-40.42959068101166
Wearing My Rolex - Radio Edit;Wiley;grime;2008;132;72;88;-7;7;76;170;5;14;59;11;Major;0.424734606147004;-24.37912001104214
